Original	Translation
da7cbaf1400c565c	Aumenta o efeito de cura do clone d'água criado pela Habilidade Marcial #YVentania Curativa#E do #YLeque Panaceia#E em #Y10%#E. Se você estiver dentro de seu alcance, ganha #Y1#E Gota de Orvalho cada vez que receber cura ao longo do tempo.
09eaf32113da2796	Reencontre-se com Loong Wu
639c75fe11592028	Por favor, equipe uma Arte Interna
20d3f83fbbca1b64	Timing perfeito. Nós Nove Caminhos Mortais estamos limpando o Mercado Humano esta noite.
925e69834eb468a4	Pornografia/Vulgaridade
b8b475c135bf0547	"""Primavera na Ponte da Pega, bela como obra de arte, onde névoas abençoadas revivem toda vida divina."""
a887a3f0b3c9e0e0	Xiao Ping'an o escolheu como sucessor de sua Arte Suprema, mas alcançar o domínio não é algo simples. Aceite sua oferta e comece seu treinamento.
8f2a78cbd46e78df	Ela quer encontrar uma maneira de melhorar sua força e proteger melhor seus irmãos. (Após o sucesso, você pode fazer amizade com ela e receber presentes semanais desta amiga.)
d0132151ec811890	Treinamento de Artes Místicas
977cdef66ba3abb8	Por favor, aceite esta pequena demonstração da minha gratidão, $T(2011).
b04cb1af756df1f8	Quando chegar a hora, vamos todos colher uma papoula e escrever nossos próprios papéis florais como declaração de nossas identidades e aspirações!
2ee90a4b21c42ff2	Por favor, aceite esta pequena demonstração da minha gratidão, $T(2011).
dda6639c942f7335	"Olha, não sou nenhum ""presente dos deuses"". A Xiaoli da sua família Wen me enviou aqui."
0c27021de384c549	"Completar Capítulo Perdido de Qinghe #Y""O Céu Não Tem Cais""#E ({0}/1)"
88eba7dbbb4fdc71	Encontre o Velho Amigo - Cen Fuzi
0fbcac451d10e06a	Discípulo principal do Mestre Jiang Yi!
f013caed5069a66c	Recupera PV em #G61%#E do Dano de Refutação causado a cada Refutação bem-sucedida.
50df3fdba983615f	A doença da Flor do Alvorecer ao Crepúsculo remonta ao infame médico venenoso Sun Buqi, há muito detestado por seus experimentos com Marionetes do Sonho.
09fa9c043dc8bd7d	Lançar uma #HHabilidade Especial#E concede uma carga de #HPó#E. Com 8 cargas, #HPó#E desencadeia um trovão celestial para conceder #HIluminação do Trovão - Pó#E: pelos próximos 10 segundos, você ganha #HArmadura Hiper e 50% de Redução de Dano#E, 10% de aumento de dano de #HHabilidade de Artes Marciais#E, e 0,5 Carmesim Desvanecente a cada segundo.
e1298fcf02cf6e45	Não é que eu não queira vender para você. Está reservado para a Taverna Incomparável. Você ousa levá-lo?
4a84f3939ad016b1	Xue Li não concorda com as crenças de Zhuang Zhengzhi—ele tem suas próprias opiniões. Discuta-as com ele.
142ebba48b7b1f46	Senhora Zhang, você está bem?
e01c70eff5b6436f	Deleitem-se no jianghu! Exaltem o caminho marcial!
b7b73ea9b44170bc	Você fala tão sofisticado, como um cara simples como eu vai entender?
41d500b6ff2cde9f	Desembainhar
cd540fe243820fd2	Pavilhão do Vento Leste
cdbfe980ac7e6e19	Que o espetáculo comece!
3d48bb687863cb3a	<Conte a Yao Yao sobre o encontro com o gato>
5b8cabf9feb00759	Forme um vínculo de herói com um jogador que pensa como você.
218e838b8e3339ca	Rápido, vista-se como eu e dê uma lição em Li Niu'er! Hoje é o confronto final e é questão de vida ou morte!
c9ac0ec4e8a0ab73	"A Clínica Evercare está silenciosa, e o Doutor Tian aproveita a rara paz. Ele se deita de barriga para cima numa cama estreita, colocando o livro-caixa sobre o rosto e calcula mentalmente quanto dinheiro ganhou este mês. De repente, o livro-caixa é arrancado abruptamente. Ele se senta, irritado. ""Ei..."" Então vê quem é: Han Xiangxun. Ele vira as costas para ela e resmunga: ""Sem pacientes hoje. Vou voltar a dormir.""\n\n""Levante. Preciso de um frasco de Antídoto Inestimável."" O tom dela é animado, e seus olhos se acendem. Negócios são negócios, e ouro é ouro. Ele se vira com energia renovada, já moldando um sorriso para agradecer sua generosa cliente. Mas então um pensamento o atinge. Nunca houve nenhuma doença séria no Cais do Céu que exigisse este remédio. E ela, econômica como sempre, não estaria aqui a menos que fosse para outra pessoa. Deve ser para ele. Percebendo isso, o médico deixa de lado sua provocação habitual. Vira para sua mesa e começa a preparar o remédio em silêncio. Ainda assim, a curiosidade fala mais alto. Enquanto mói as ervas, pergunta: ""Isso é para aquele espadachim de novo? Aquele Herói Chu?""\n\n""Aquele tolo se joga no perigo sem pensar duas vezes. Só estou preparando isso caso ele acabe meio morto de novo. Alguém tem que limpar a bagunça dele.""\nO Doutor Tian clica a língua e murmura: ""Tolo? Quem é realmente o tolo aqui?""\n\nHan Xiangxun lhe lança um olhar afiado.\n\n""Tudo bem, tudo bem. Eu sou o tolo. Só um tolo arrastaria a si mesmo da cama numa hora tão boa para fazer remédio para o 'tolo' de outra pessoa."" Ele faz beicinho, voz suave e amuada.\n\nHan Xiangxun se vira, sem dizer mais nada. O silêncio se instala na clínica mais uma vez, quebrado apenas pelo ritmo constante das ervas sendo moídas sob a pedra."
f5fb0f67e8689d3e	Danificar propriedade pública ou destruir deliberadamente os pertences de outros é uma violação da ordem.
48c475b0425f0ff6	Em Qinghe, a escultura conhecida como Senhor Águia é a mais misteriosa dos Oito Talentos de Hedong. Suas habilidades de luta são lendárias, deixando Sheng Wen e Sheng Wu em segundo lugar.
796990b0ce830939	Qi: Quando esgotado, você entra no estado #HQi Esgotado#E, incapaz de se defender contra qualquer ataque.
511ef6545926d170	Situação - Decoração
8aa0c86ed24e1488	Brilho Claro
705a88a0c99bad9a	Pode ser obtido através da jogabilidade de exploração.
185d5fb3f4b9bfde	É melhor você contar a verdade, ou seu Mestre Buda aqui vai iluminá-lo permanentemente.
5eaa5c30e898edec	Esta criança idolatra heróis. Vá conversar com ele. (Após o sucesso, você pode fazer amizade com ele e receber presentes semanais deste amigo.)
3ff4a3ae978e6bf5	Marionete dos Sonhos... ajuda...
304fb3a6d187b440	Onde foi que você arrumou roupas assim?
e05712033e1c416b	Esta ave aqui? Pode ser só uma faisão da montanha, mas não a subestime! No passado, até o famoso Palácio dos Anais preparava seus pratos signature com esta mesma ave.
13366a499ceb5cd1	"Perguntar sobre as ""coisas boas"""
917973a1b6cbe843	Desde que conheceu Loong Wu no telhado do Santuário do General, você sentiu algo estranho nele. Ele é comum demais. Mas para alguém tão comum, você o encontrou duas vezes, no Palácio dos Anais e no Mosteiro do Coração Misericordioso. Ele parece estar caçando Tian Ying. Porém, quando o encontra, isso também marca seu fim.
5d8bc7d8e7ac667d	Seu oponente está avaliando seu relacionamento.
4b3bd032b26d3e9a	Efeito da Arte Mística
050cebd1b72044f5	Arte do Guarda-chuva - Não Equipado
6b41e74a3880b4f1	Medicina Nível VI. Restaura #Y32%#E da Vida Máxima e #Y14.000#E de Vida bônus.\n\nArmazene no Baú para reabastecimento automático nas Pedras Limítrofes ou Tumbas dos Heróis.\n\nEncontre #YYao Yaoyao#E na #YClínica Residencial Retiro Feliz#E para melhorar e expandir a capacidade.
17cacbbe04dc6085	Golpes Leves causam 15% a mais de dano contra alvos com menos de 40% de Qi e 5% a mais de dano contra alvos Exaustos.
f3bc28c4bfdb9a00	“Ó chama, tão clara e brilhante... quando conseguirei te alcançar? Como uma mariposa no fogo, retorno sem fim!”
c7e64dd7b00d7808	[Objetivo Abrangente II] Quando equipado com um conjunto de Arte Marcial da Escola, alcance uma Realização em Artes Marciais de 22000
a40af3ffd58a4729	Situação - Velho Amigo
936fd7f77c9551ad	Esse é o papel floral que ela escolheu pessoalmente quando entrou para a seita. Tem sido admirado por inúmeras outras irmãs—até a mestra da seita o elogiou.
dc2ad62d4fcf69c8	Desbloquear Arte Interna: Aço Adaptável
abd460e5ef09a028	Ativar
dac784b1709c12d8	Há rumores de que A Brasa do Leste se afastou dos assuntos públicos devido à sua doença. Depois que Wen Wuhen assumiu o controle da Cidade Weiyang, ocorreu um grande roubo, até mesmo um manual secreto de artes marciais foi furtado. \nAlguns culpam o caos nas facções rivais de Jianghu lutando pelo poder, enquanto outros sussurram sobre o 'Deus da Avareza', uma figura sombria que supostamente atua na Cidade Weiyang. A verdade permanece elusiva, talvez apenas um verdadeiro conhecedor da Cidade Weiyang saiba o que realmente aconteceu.
44ee3c1754d2d176	Marionete de Sonho da Veia Murcha, Marionete de Sonho da Veia da Glória e Marionete de Sonho do Fungo Gélido
f780afee61e3fe8f	Um pergaminho de segredos com inúmeros essenciais. Todas as artes místicas do jianghu estão contidas nele.
05e943743854f2ff	"Chang Everwealth deve ser chamado de Niu Everwealth agora. Porque ele é o filho do respeitoso Niu Mang no Quarto Forsaken! \nEl quase não lembra-se do seu antigo dono, apenas o cheiro de uma relva fresca, e como aquele homem costumava sussurrar ao lado do ouvido: \n"" Everwealth, oh Everwealth.... a vida é demasiado difícil. Quando vais mesmo trazer-me sorte?"" \nUn dia, Everwealth seguiu-o até à parede da cidade, e viu-o sair sem olhar para trás. \n""" Espero que ele encontre a sua sorte,"" disse Everwealth, licando a pava e levantando a cabeça com orgulho antes de voltar ao Quarto Forsaken. \nA vida lá também não foi fácil. Ele gostava mais frequentemente do que não. Até uma noite de chuva, quando tudo mudou. \nEverwealth encontrou uma nova casa! Com o avô Niu, o pequeno idiota Niu, e o cheiro
d039d54e6f0df2af	Fratura óssea e lesão articular, tipicamente causadas por trauma, esmagamento ou quedas, resultando em inchaço, dor, perda parcial ou completa da função do membro, deformidade ou mobilidade anormal.
2357b5cb15e65a76	Conjunto Aleatório e Tomo de Arte Interno
7f364cd3236fa783	A outra parte está avaliando sua inteligência.
ec9840b060446f34	"Desbloqueia o título de herói ""Lumiar da Capital""."
6f9f920b223121ec	"""Esperar o Rio Amarelo clarear — quanto tempo a vida humana pode suportar?"" Através de gerações de herança, até corpos comuns podem ascender à divindade. No Vale do Sol Nascente, há um ser com cabeça de dragão e corpo humano — este é He Bo, o Mestre do Rio. He Bo comanda uma besta com cabeça de boi e escamas de cobra — este é o Rei Dragão. Além das muralhas de Kaifeng, outrora um dragão oculto se espreitava nas profundezas, e ondas amarelas elevavam-se até o céu. O Mestre do Rio cavalgou o dragão, acalmou as torrentes e enterrou as enchentes, terminando o desastre. \nNa região de Areias Rugidoras do Rio Fishwood, tempestades incessantes e céus escuros prevaleciam. Quando as pessoas se aproximavam do templo, trovões e relâmpagos repentinos rugiam, soando como o rugido de um dragão. O que é este presságio?? Entre no templo e busque respostas — \nSobre o Rio Amarelo, um homem por toda a eternidade."
67b05a584375809d	Se o alvo estiver #YExausto#E ou tiver #Ymenos de 20% de Qi#E, ganha um bônus adicional de #Y10%#E de Ataque Físico.
a2b1a983de030f1e	Osso Quebrado
a1cefec1990781d1	Pornografia/Vulgaridade
7be7ca9dddba636c	Guarnição do Celeiro Sempre-Normal
2dd849fa5044710e	Vermelho faz a primeira jogada. \nDê xeque-mate no rei inimigo para vencer.
e0ef8a6979278301	"A Primeira Carta:\nSenhorita Wei, preciso me desculpar.\nNaquele dia, vim apenas por convite do Tio Wei, realmente não sabia que você estaria presente. Fique tranquila, não tenho intenções impróprias.\n\nA Segunda Carta:\nDa última vez foi corrido. Há alguns pratos dos quais me orgulho que não pude preparar... No terceiro dia do próximo mês, marquei de encontrar o Tio Wei no Pavilhão Pinghua.\n\nA Terceira Carta:\nA propósito, recebeu a receita que selecionei e copiei à mão? Esqueci uma linha: ""Adicionar ameixa durante o cozimento ajuda a remover o odor forte do caldo."" Mas o momento e as proporções são complicados... Visitarei sua residência em alguns dias, se me permitir. Se estiver em casa, ficarei feliz em demonstrar. Se não se importar.\n\nCarta Quatro:\nA lua que contemplamos juntos naquela noite foi a mais bela que já vi em todos esses anos."
8c3fe4718a455896	Será que você poderia me fazer este favor e tirá-lo daí? Sua habilidade marcial é inigualável neste mundo...
b735ff7bf522a05e	Recupera PV em #G111%#E do Dano de Refutação causado em cada Refutação bem-sucedida.
6ddf1eccca05a098	Você não pode vender isso. Com apenas uma olhada, qualquer um pode perceber que não está certo. E se algo acontecer?
7feb36eb803f975b	[Completar Missão do Capítulo Perdido]
688cbc7e31c45a9b	Jovem Herói, você voltou! Houve algum progresso em “As Crônicas de Cheng'en”?
7e6f79c8a00968ef	Tantos tijolos... Se pelo menos fossem ouro!
5d6ca6e1bf9fd85d	Complete Hexi Capítulo Perdido - Lua de Papel
cf4fcdc8d7074ea9	Você verifica sua bolsa de moedas
64466ef3e4c26351	Seu oponente está avaliando seu relacionamento.
142c149651cd9ebd	Durante um episódio de histeria, sua aparência e postura se assemelham às de uma galinha, fazendo com que os espectadores também o percebam como uma galinha.
96946b805fdb05d2	Cadeado de Longevidade Desgastado
7843f78a99191b8e	Um pergaminho de segredos com inúmeros essenciais. Todas as artes místicas do jianghu estão contidas nele.
2f0d41ec4d7c1473	"Desbloqueia título de herói ""O Escriba (30d)."""
bc481edc01e58bac	Volume II: Espião das Flores
df7d97333d52604d	Pornografia/Vulgaridade
d73d2b80ae0c66b9	{} para liberar uma técnica de Artes Marciais, {}+{} libera uma Arte Mística para derrotar o inimigo.\nVocê pode tentar outras Artes Marciais e Artes Místicas com base nas instruções.
dc3e185eb030d3b7	Bronze III
1cf20195564d40c5	Filtro de Arte Interna
d58aabca98f89a2f	Eu simplesmente adoro beber água. Tem algum problema com isso?
84dc26b370bb38d5	Por que aquela mulher ainda não foi embora? Quando vou recuperar minha melancia?
4ce7350da273d9a1	Arte Mística 1
7a990ca89d8333e8	Venha buscar seus fogos de artifício na #NLoja de Flores Prateadas#E e na #NImportações Escarlates#E! Temos Vinte e Quatro Flores, Eco Celestial, Fonte de Chamas... A primavera é a melhor época para se divertir!
3997846cf17ff3ec	Mas a cachoeira era tão barulhenta, só consegui captar alguns fragmentos, como 'General Shi... o Templo Marcial... oferendas... a verdade...' E então, acho que me notaram. O $T(2001) voou para longe logo depois.
d87781d25bcbd904	Use para obter o título de herói limitado [Três Pilares do Poder]
0f5cad538a4dd025	Ei! Não te vi esta manhã—não me diga que faltou à oração matinal?
b7ec2cb8ec7fa03b	Jogue a carne do ensopado
ee76bfc5adb7b488	Obtido após completar a missão secundária Uma Folha, Uma Vida
551463ca76a3a078	Plano de Fundo Personalizado
74cca70302a015e9	"""Mate os meninos, pegue a vestimenta""—meu mestre contou essa história cem vezes."
2bf83ce6988a607e	Explorar o Celeiro Sempre-Normal Minuciosamente
76094138dcfe099c	O número de seus vínculos de herói na equipe atingiu o limite e não pode ser formado.
3f5b7d183a728113	Reduz a chance de ser atingido por uma Língua Afiada em duelos de Dom da Lábia.
8fe152e3d49df1cf	Vencê-lo? Fácil.
69f5f91590e969de	Ele quer superar sua própria timidez e se tornar um verdadeiro herói, assim como seus irmãos. (Após o sucesso, você pode fazer amizade com ele e receber presentes semanais deste amigo.)
dc7eec26b77cdfca	"""Ao amanhecer, saboreio o orvalho brilhante das magnólias, ao entardecer, banqueteio-me com a luz caída dos crisântemos."""
c5631da434f4125b	Ali! Aquela é a sede d'O Furo! Está vendo? Aquele prédio alto!
0654d899d22f27dc	Amitābha... Então deixo isso com você, jovem.
f5dba41eda04ab57	Jovem andarilho, venha cá. Mostre-nos como desenhar aquela panqueca.
0d9af61f3ddcb5f5	Aplica-se a todos %s
baab5e36d3deef03	Pai? Para onde ele foi de novo?
f3841daf3cce20ae	Causa #G60%#E de dano e aumenta a Defesa de Língua Afiada em #G20%#E, acumulando até #G6#E vezes.
d7b57c657b7ddd3b	Nenhum elemento reina supremo para sempre. As estações mudam e seus tronos se inclinam.\nOs dias se estendem, depois encolhem com a luz. O ciclo pálido da lua termina, então começa brilhante.\nQuando ativada, esta Arte Interna brevemente aumenta o poder como se auxiliada por espíritos sazonais.\nCriada por um discípulo genial da família Su em Luan City há cem anos, até a pessoa mais talentosa pode ser submersa nas ondas da história, pois as estações mudam e nada dura para sempre.
